step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_leading_panel_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,feasibility_repair,accepted,rejection_reason
1.0,1.0008691243956007,-0.0008691243956007177,1.0008482121219153,-inf,1.0008691243956007,0.9911613097170171,0.000948078447807553,253406.31922122612,0.99998300977311,0.04523343659792312,23.9029809467142,0.9997892054652754,5.926729530548168,7.888146441500957,False,False,insufficient_objective_decrease
0.75,1.0004618109619179,-0.0004618109619178856,1.0004444219276605,-inf,1.0004618109619179,0.9929259894353776,0.0009481390695998559,253407.37824346285,0.9999871888490185,0.03392521036505132,23.904204172688857,0.999840369298273,5.926595710337204,7.8882887983092305,False,False,insufficient_objective_decrease
0.5,1.0001809562166775,-0.00018095621667746364,1.0001684565092561,-inf,1.0001809562166775,0.9949874462066163,0.0009479855985483125,253408.43665559677,0.9999913655173609,0.02261689684824576,23.905451811101134,0.999892554229504,5.926454177511684,7.8884311118156765,False,False,insufficient_objective_decrease
0.25,1.0000265407513913,-2.6540751391301853e-05,1.0000203158667027,-inf,1.0000265407513915,0.9973454443766272,0.0009476179042014242,253409.49443756856,0.9999955396989799,0.011308496292036205,23.906723846685047,0.9999457596204383,5.926304934168053,7.888573379461246,False,False,insufficient_objective_decrease
