component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,-0.12659707579881918,0.3408629242011808,1.0718959880540277,-0.17484678386117536,0.29261321613882463,0.920167346348505,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
resolved_station_bem,1.4,-0.10991245190653343,0.35754754809346656,1.1243633587844861,-0.14904655471596054,0.3184134452840395,1.0013001424026398,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
transom_extrapolation,1.4,-0.4365957369791098,0.03086426302089018,0.09705743088330246,-0.436621562678627,0.03083843732137298,0.09697621799173893,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
pre_chine_bem,1.4,0.7437565867372193,1.2112165867372193,3.808857190997545,0.22147504933926043,0.6889350493392604,2.16646241930585,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
post_chine_bem,1.4,-0.0804312680852699,0.3870287319147301,1.2170714840085852,-0.1820794275977827,0.28538057240221726,0.8974231836547713,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_aft_post_chine,1.4,-0.3495469351326232,0.1179130648673768,0.37079580146973834,-0.3554230620043172,0.11203693799568276,0.3523174150807634,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_middle_post_chine,1.4,-0.10935664418290784,0.35810335581709213,1.1261111818147551,-0.1231386473777745,0.3443213526222255,1.0827715491264953,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_forward_post_chine,1.4,0.11088811070937717,0.5783481107093772,1.8187047506584189,0.0955548670736252,0.5630148670736252,1.77048700337618,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
longitudinal_bin_pre_chine,1.4,0.7437565867372193,1.2112165867372193,3.808857190997545,0.22147504933926043,0.6889350493392604,2.16646241930585,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
bem,1.4,-0.12659707579881918,0.3408629242011808,1.0718959880540277,-0.17484678386117536,0.29261321613882463,0.920167346348505,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
front,1.4,-4.584127858189678,-4.116667858189678,-12.945496409401503,0.5538355274334007,1.0212955274334008,3.211621155450946,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
transom,1.4,nan,nan,nan,nan,nan,nan,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
total,1.4,-1.192981589977499,-0.7255215899774989,-2.281514433891506,-0.3068899842442045,0.1605700157557955,0.5049371564647657,external:sun2007_fig7_4_restoring/restoring_matrices.csv,False
