iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio
0,0.0,0.3515028157745688,6.732439993362734,0.06005010207466507,2.785644593773047,2.6800993074114197,0.037888999407017156,0.3572450744540412,5.385674507399291,59686.39385279049,,
1,0.0002554877799999966,0.3555133908371877,6.7369530997139275,0.07015425726817681,2.7459386236173997,2.488002307320788,0.0939337514968982,0.35744779211213706,6.327910740352803,115165.59166489054,0.0002554877799999966,0.09939058725507825
2,0.000512196963466308,0.35441000756789853,6.738233102169533,0.06943475352174436,2.69862807563689,2.507937364192519,0.07066209425667783,0.35768553892166666,6.265693293023978,60251.58576726829,0.0002567091834663114,0.09954617965254466
3,0.000769349285998372,0.3533442992959049,6.739527431947092,0.06871392182177022,2.664044264443829,2.526633378920144,0.051579805695297735,0.35792642945264763,6.200762398757145,60223.037385352625,0.000257152322532064,0.09953184974548877
4,0.001026787806615958,0.35231899078086176,6.7408328542055065,0.06799443823501204,2.6395369299222575,2.544215921964823,0.03611277678173723,0.35817041766059887,6.135935538528409,115196.65255752586,0.00025743852061758607,0.09951927428849731
5,0.0012845017818407319,0.3513327887774703,6.742152599642526,0.06727808704542947,2.6229858192459594,2.560842663035237,0.023691762172235824,0.35841759598862577,6.071396251591774,115162.00905846676,0.00025771397522477395,0.09950754140609945
6,0.0015424806604320627,0.35038304223547306,6.743482726025284,0.06656628683203696,2.612704151831541,2.576673173995756,0.01379068418845923,0.3586680408165337,6.007273403314688,115135.915285301,0.00025797887859133084,0.09949614169687353
7,0.0018007147938616588,0.34946680490955007,6.744821826572652,0.06586017164191248,2.607355747029075,2.591854881310746,0.005945052084277958,0.3589218090184847,5.94366958039811,115116.6453077027,0.0002582341334295961,0.09948478201401599
8,0.0020591960834207097,0.3485811810997722,6.7461686692875835,0.06516065250723717,2.605885631440428,2.6065164784066956,0.00024208543869163072,0.35917893857951033,5.880666951051076,115102.8270303246,0.0002584812895590508,0.09947328621714703
9,0.0023179181968639106,0.34772350707735966,6.747522207721774,0.06446846532897094,2.6074628771842963,2.6207662379905736,0.005102032678080993,0.3594394505990235,5.818331668784013,115093.37417539762,0.00025872211344320103,0.09946154794892044
10,0.0025768765584193347,0.3511677373055,6.752042545565658,0.07447479427873237,2.5915337829717497,2.439328560083367,0.05873171474301478,0.35963134200792957,6.722376211446283,115235.10393581218,0.000258958361555424,0.09905005683756257
11,0.002837278618848021,0.3500143901144091,6.753279896932759,0.07368485183575067,2.5642332914834007,2.457415288211174,0.04165689745430015,0.35984791489831935,6.650704188429886,115141.52134776187,0.0002604020604286863,0.09969860955814049
12,0.0030977660627353864,0.34890830705152537,6.754532897235793,0.07289746663249062,2.5455092331199642,2.4744099687299763,0.027931253780149684,0.36006762439774165,6.579595612375512,115086.19618003893,0.00026048744388736545,0.09968595231863275
13,0.0033583961453309457,0.347846452991738,6.7557991308297485,0.07211392775842573,2.5335326855081504,2.490499667315147,0.016985381100134613,0.3602906707554461,6.5088438539866305,115041.40358736146,0.00026063008259555906,0.099673656789099
