panel_index,kinematic_residual,scaled_kinematic_residual
0,2.197855140211849,2.197855140211849
1,0.35130167195857115,0.35130167195857115
2,0.026562645053244682,0.026562645053244682
3,-0.12058042914498279,-0.12058042914498279
4,-0.09009009952460062,-0.09009009952460062
5,0.02356327214436807,0.02356327214436807
6,0.11541146456370385,0.11541146456370385
7,0.1630690033329628,0.1630690033329628
8,0.15369472391124891,0.15369472391124891
9,0.09218746265732791,0.09218746265732791
10,0.03583891005685634,0.03583891005685634
11,0.0008996531647009615,0.0008996531647009615
12,-0.011057176358147874,-0.011057176358147874
13,0.0012617377529488966,0.0012617377529488966
14,0.02335209204762781,0.02335209204762781
15,0.03837761550439514,0.03837761550439514
16,0.044506858613337946,0.044506858613337946
17,0.040695468532334515,0.040695468532334515
18,0.028469413266513796,0.028469413266513796
19,0.01757233511992075,0.01757233511992075
20,0.010740695182773985,0.010740695182773985
21,0.008201534979764159,0.008201534979764159
22,0.010074587499124085,0.010074587499124085
23,0.013663876983320448,0.013663876983320448
24,0.015987537583713077,0.015987537583713077
25,0.01677495495982164,0.01677495495982164
26,0.0158875135938027,0.0158875135938027
27,0.013576479904043353,0.013576479904043353
28,0.011322161401465814,0.011322161401465814
29,0.00951480765760284,0.00951480765760284
30,0.008159928372304694,0.008159928372304694
31,0.007273902090783003,0.007273902090783003
32,0.007110970771680233,0.007110970771680233
33,0.007968665180990564,0.007968665180990564
34,0.009717367676420466,0.009717367676420466
35,0.01964451445304312,0.01964451445304312
