benchmark,candidate_name,candidate_order,free_surface_time_direction_sign,free_surface_dynamic_gravity_sign,free_surface_potential_elevation_level,row_count,pass_count,fail_count,pass_fraction,median_gate_error_ratio,max_gate_error_ratio,median_gate_ratio_delta_vs_current,max_gate_ratio_delta_vs_current,improved_row_count,worsened_row_count,median_heave_free_surface_potential_norm_max,median_heave_free_surface_increment_gain_max,median_heave_free_surface_increment_phase_deg,median_selected_body_pressure_to_body_potential_gain_max,max_abs_selected_pressure_gradient_component_value,candidate_gate_status,gate_role,path_diagnostic_status
ma2005_wigley_iii_coefficients,current_eq19_22,0,1.0,-1.0,updated,8,1,7,0.125,36.16747385232085,163.9044915108257,0.0,0.0,0,0,3.74726417819196,0.464513032180465,180.0,81108.57914258397,9.045074513727819,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,reverse_local_time,1,-1.0,-1.0,updated,8,1,7,0.125,36.16747385232085,163.9044915108257,0.0,0.0,0,0,3.74726417819196,0.464513032180465,180.0,81108.57914258397,9.045074513727819,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,potential_uses_average_elevation,4,1.0,-1.0,average,8,0,8,0.0,38.4835431680463,165.7482856859239,1.876809780415467,7.660664636512024,1,7,3.888513234837733,0.3880521850437239,180.0,80696.0331884386,9.557904067939537,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,potential_uses_previous_elevation,3,1.0,-1.0,previous,8,0,8,0.0,41.34442454161602,167.08935544352926,5.001986181165627,15.310714815688783,0,8,4.05298219932277,0.3221034735634273,180.0,83487.8370073375,10.229912477311952,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,dynamic_gravity_sign_flipped,2,1.0,1.0,updated,8,0,8,0.0,4718.998004178187,17177.49996235697,4615.264205435965,17174.63457444622,0,8,388.43694521812915,0.09591913546437378,0.0,79122.07228872998,697.466538223158,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
ma2005_wigley_iii_coefficients,reverse_time_and_dynamic_sign,5,-1.0,1.0,updated,8,0,8,0.0,4718.998004178187,17177.49996235697,4615.264205435965,17174.63457444622,0,8,388.43694521812915,0.09591913546437378,0.0,79122.07228872998,697.466538223158,FAIL,diagnostic_free_surface_update_formula_candidate_not_hard_gate,INFO
