coefficient,point_count,mean_equivalent_restoring_offset_nondimensional,minimum_equivalent_restoring_offset_nondimensional,maximum_equivalent_restoring_offset_nondimensional,standard_deviation,relative_standard_deviation,restoring_offset_like,used_for_acceptance
A33,5,0.23723312565445348,0.10062797993385074,0.41360032474060116,0.11096397682966445,0.46774233793678205,False,False
A35,5,1.1271996521566883,0.9966792135424798,1.2805613064739398,0.10140703594874692,0.08996368633961455,True,False
A53,5,0.03507016226614244,0.010242461022256077,0.05335743137639731,0.015640783367914267,0.4459854861582504,False,False
A55,5,1.582080674317765,1.5417710087690026,1.6286402989880369,0.03423753768024074,0.0216408292168823,True,False
