row,case_name,coefficient,diagnostic_status,gate_role,hull,speed_case,fn_l,speed_mps,omega_e_sqrt_l_over_g,omega_rad_s,reference_value,normalization_scale,station_local_index,active_station_index,solve_order_rank,x_m,x_from_bow_m,trapezoid_weight_m,inner_free_surface_y_min_m,inner_free_surface_y_max_m,inner_free_surface_panel_length_min_m,inner_free_surface_panel_length_max_m,selected_mode,selected_generalized_row,lever_arm_m,complex_force_density_real,complex_force_density_imag,station_weighted_force_real,station_weighted_force_imag,station_weighted_normalized_contribution,cumulative_body_integral_value,end_term_value,cumulative_with_end_term_value,body_potential_norm,body_potential_max_abs,control_potential_norm,control_potential_max_abs,control_normal_derivative_norm,control_normal_derivative_max_abs,body_potential_x_gradient_norm,pressure_norm,pressure_max_abs,inner_free_surface_normal_derivative_norm,inner_free_surface_normal_derivative_max_abs,outer_history_rhs_norm_before_solve,outer_history_rhs_max_abs_before_solve,free_surface_update_kind,free_surface_potential_norm_before_solve,free_surface_elevation_norm_before_solve,free_surface_potential_norm_after_update,free_surface_elevation_norm_after_update,free_surface_potential_growth_ratio,free_surface_elevation_growth_ratio,station_condition_number,station_residual,solver_status,station_count,body_panels_per_section,free_surface_inner_panels,free_surface_outer_panels,control_surface_radius_beams,history_steps,history_quadrature_count,history_k_max,include_end_term,end_station,end_term_scale,time_step_scale,free_surface_velocity_scale,history_rhs_scale,history_convolution_rule,history_potential_kernel_scale,history_normal_derivative_kernel_scale,control_image_scale,control_potential_kernel_scale,control_normal_derivative_kernel_scale,control_diagonal_sign,pressure_gradient_scale,clip_inner_free_surface_to_waterline,two_zone_inner_free_surface,use_free_surface_marching,a1_recommended_control_radius_beams,a1_min_inner_free_surface_panels,a1_min_outer_or_control_panels,a1_min_station_count_for_fn,a1_control_radius_ok,a1_inner_free_surface_panels_ok,a1_outer_or_control_panels_ok,a1_station_count_ok,a1_grid_recommendation_status,a1_grid_recommendation_note
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cnm1p0_cdm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,0,1,38,0.075,2.925,0.0375,-0.8631093749999998,0.8631093749999998,0.07378124999999991,0.07378125000000002,heave,pitch_moment,1.425,-5903.0142159159195,53822.81550914928,-221.36303309684698,2018.355581593098,-0.07058395053246547,0.0,0.0,0.0,168.01235369884145,96.20965177753503,5258.2494776139865,2948.704956452301,43142.9668503248,23186.64064932109,3174.398122972237,7086787.044080377,4040130.219748777,74.04649194994941,46.69862637984853,1.0252093577238706,0.7108317590556478,advance_eq19_20,19.412123714271768,7.195131370839518,21.880124328087696,7.902285848895154,1.1271370742399225,1.0982823581125423,4176363318.694726,1.2865835593515894e-13,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cnm1p0_cdm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,1,2,37,0.15,2.85,0.07499999999999998,-0.8636874999999999,0.8636874999999999,0.07262499999999991,0.07262500000000005,heave,pitch_moment,1.35,-2275.0621224949023,38909.992897685384,-170.62965918711762,2918.249467326403,-0.05440707626266483,-0.0977874886637979,0.0,-0.0977874886637979,20.598085925173223,11.428309215566639,9442.271170913316,5323.2894814008405,76076.9843831239,41749.87071058539,1057.8294558450132,2353688.9139441247,1356624.8527151903,36.93047079505111,11.700357155243104,0.8916369418664003,0.617124281937144,advance_eq19_20,17.49623944439156,6.296986039303205,19.778521710444863,7.3434411556016155,1.130444160489864,1.1661834899691483,2424313951.595823,4.4639314954718403e-13,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cnm1p0_cdm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,2,3,36,0.22499999999999998,2.775,0.075,-0.8642343749999999,0.8642343749999999,0.07153124999999994,0.07153125000000006,heave,pitch_moment,1.275,-1779.9961586589143,8095.615119783772,-133.49971189941857,607.1711339837829,-0.04256779882792982,-0.14627492620909524,0.0,-0.14627492620909524,12.436100809547156,4.714596082124062,7198.305957517746,4056.6145394801983,58221.095777516886,31835.87650769024,92.99623630868543,211883.70497555038,135318.79399767524,25.12864575030732,8.515526902304654,0.7642861788292244,0.5288122052066426,advance_eq19_20,15.80313861494891,5.598115695822977,17.808975634328043,6.404510709698851,1.1269264965809842,1.1440475791662477,1899803681.848741,3.0742734774446943e-13,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cnm1p0_cdm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,3,4,35,0.3,2.7,0.07500000000000001,-0.8647499999999999,0.8647499999999999,0.0704999999999999,0.07050000000000001,heave,pitch_moment,1.2,-1337.6585379657652,5408.747419194628,-100.3243903474324,405.65605643959714,-0.03198949574559199,-0.18355357349585616,0.0,-0.18355357349585616,7.98875748291584,3.1617918180208564,6072.8929193749755,3420.6982202609984,49189.33855242623,26856.685416656783,49.89492408391006,114841.42483900883,48271.18910301563,20.830205337553974,7.1435737673829625,0.6514086253238242,0.4499909098414029,advance_eq19_20,14.290217371290785,5.011246215485148,16.071507232293445,5.686991497912445,1.1246509982823139,1.1348457556005114,1704240898.4063318,2.126324331791965e-13,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cnm1p0_cdm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,4,5,34,0.375,2.625,0.07499999999999998,-0.8652343749999999,0.8652343749999999,0.06953124999999993,0.06953125000000009,heave,pitch_moment,1.125,-937.9441955906659,3962.327009506363,-70.34581466929993,297.1745257129772,-0.02243050898481104,-0.21076357586105762,0.0,-0.21076357586105762,5.07632904853987,2.057215057960401,5205.596253776227,2930.699515293554,42208.72796023136,23018.562836999736,33.459288974826755,76750.2550150523,29067.290791723095,17.72964857600741,6.121995775677678,0.5527303833180409,0.380519307919458,advance_eq19_20,12.927824938378132,4.509965532357517,14.519304666301068,5.086269876749577,1.1231049875372614,1.127784644972842,1555555814.539624,2.692149520607501e-13,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cnm1p0_cdm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,5,6,33,0.44999999999999996,2.55,0.07500000000000001,-0.8656874999999999,0.8656874999999999,0.06862499999999994,0.06862500000000005,heave,pitch_moment,1.05,-586.544195156777,3019.937114137113,-43.99081463675829,226.4952835602835,-0.01402693774459324,-0.22899229922575975,0.0,-0.22899229922575975,3.0245344411386843,1.2713857213989221,4475.687292210544,2518.4415325369223,36325.67976579058,19788.209745785356,24.17304812234378,54913.55995304158,20963.60286608508,15.288510945745935,5.258054613317837,0.4670930448288313,0.3198077698732799,advance_eq19_20,11.693459406091023,4.076121567564911,13.1217591752166,4.573685941520679,1.1221451855711397,1.1220680899007178,1440905307.5571935,2.832396052805666e-13,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cnm1p0_cdm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,6,7,32,0.525,2.475,0.07500000000000001,-0.866109375,0.866109375,0.0677812499999999,0.06778125000000006,heave,pitch_moment,0.975,-285.0528365032138,2353.1097519477175,-21.37896273774104,176.48323139607885,-0.006816908980714676,-0.23941422258841372,0.0,-0.23941422258841372,1.5149047440981511,0.6872623617974896,3843.616288272374,2161.5597883791743,31226.31502029831,16990.770259469577,18.372292062284536,41241.169637843595,16044.091596304386,13.333386617231742,4.493320281926974,0.39327664469183793,0.2671981968113268,advance_eq19_20,10.569870844152186,3.695656778277831,11.8558309654329,4.1304338128447755,1.1216628036653993,1.1176454039570065,1351470307.9864962,2.5370865065928104e-13,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cnm1p0_cdm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,7,8,31,0.6,2.4,0.07499999999999996,-0.8664999999999999,0.8664999999999998,0.06699999999999995,0.06700000000000006,heave,pitch_moment,0.9,-33.47440843329054,1852.2194183669956,-2.510580632496789,138.91645637752458,-0.0008005252579566471,-0.24322293970774939,0.0,-0.24322293970774939,0.5146733069098568,0.24102095463743117,3288.94678250346,1848.486236460891,26747.734506962057,14535.84268510754,14.446736299452018,32183.907749382324,12690.626853991767,11.77166427680839,3.8132205212056873,0.33012165279338207,0.22202726212154092,advance_eq19_20,9.54381328044932,3.3574275748156324,10.703893503309704,3.7420668181212773,1.1215531139148363,1.1145636755326782,1280988566.5361168,2.1728251653289804e-13,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cnm1p0_cdm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,8,9,30,0.6749999999999999,2.325,0.07500000000000001,-0.866859375,0.866859375,0.06628124999999993,0.06628125000000007,heave,pitch_moment,0.8250000000000001,168.6841378623192,1457.3316287963014,12.651310339673943,109.29987215972263,0.00403400446178262,-0.2416062001058364,0.0,-0.2416062001058364,0.8452358133158135,0.4196160437448248,2798.135405446407,1571.547997522807,22781.69931548864,12363.487686406665,11.592208946829935,25968.95049007177,10338.112769032703,10.536340498794813,3.336769326967058,0.276527534417529,0.1836313534089234,advance_eq19_20,8.605099244265265,3.0527770935271414,9.65244893787954,3.3971129443399213,1.1217126803403534,1.112794298523427,1224936180.8931167,3.0240652638045487e-13,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
14,st41_bp8_fs24_cp10_r3p0_h2_fsm_clipfs_onezonefs_noend_pr1p0_pl1p0_pf1p0_pm1p0_dt1p0_fv1p0_hr1p0_hqtrapezoid_hp1p0_hc1p0_cim1p0_cpm1p0_cnm1p0_cdm1p0_pg1p0,A53,OK,diagnostic_matched_wigley_sensitivity_not_hard_gate,wigley_iii,Fn0.4,0.4,2.1696064159197173,2.0,3.616010693199528,0.15,239.85000000000002,9,10,29,0.75,2.25,0.07500000000000001,-0.8671874999999999,0.8671874999999999,0.06562499999999982,0.0656250000000001,heave,pitch_moment,0.75,322.4012264073837,1134.9200519918086,24.180091980553783,85.11900389938566,0.007710078744173944,-0.23573415850285812,0.0,-0.23573415850285812,1.554429410287302,0.6768551275514403,2361.2431560004543,1325.1085103904036,19248.678412393325,10429.689097211258,9.382585167586585,21646.232172206433,8671.730974631433,9.562923559627503,3.0615607242623817,0.2314304852878882,0.1513412360085126,advance_eq19_20,7.74582924686442,2.775309733331911,8.691166561797129,3.0866302557502356,1.1220446881546464,1.1121750551584624,1180010700.6645343,2.2589552590341385e-13,a1_station_hull_matched_sweep_free_surface_marching_not_benchmark_validated,41,8,24,10,3.0,2,16,15.0,False,none,0.0,1.0,1.0,1.0,trapezoid,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,True,False,True,3.0,11,9,40,True,True,True,True,A1_GRID_RECOMMENDED,"A1 Section 3.3 recommends control radius about 3B, inner free-surface panels greater than 10, outer/free-surface proxy panels greater than 8, and roughly 60 stations at Fn=0.2 or 40 at Fn=0.3."
