component,sigma,in_phase_center_from_cg_m,in_phase_center_from_transom_m,in_phase_center_from_transom_over_beam,damping_center_from_cg_m,damping_center_from_transom_m,damping_center_from_transom_over_beam,restoring_subtraction,response_calibration_used
raw_bem,1.4,-0.04863947871958637,0.41882052128041364,1.3170456644038164,1.0012881897384318,1.4687481897384318,4.618704999177458,zero_diagnostic_only,False
resolved_station_bem,1.4,-0.03482809040287926,0.4326319095971207,1.3604777031355997,0.29041812640557646,0.7578781264055765,2.3832645484452093,zero_diagnostic_only,False
transom_extrapolation,1.4,-0.4252855039910865,0.04217449600891349,0.13262420128589147,-0.4306065442638643,0.03685345573613569,0.1158913702394204,zero_diagnostic_only,False
pre_chine_bem,1.4,0.33249198898792726,0.7999519889879272,2.5155722924148654,0.47188114623135935,0.9393411462313593,2.9539029755703123,zero_diagnostic_only,False
post_chine_bem,1.4,-0.12272881912513664,0.3447311808748633,1.0840603172165513,0.9355344167843516,1.4029944167843516,4.411932128252678,zero_diagnostic_only,False
longitudinal_bin_aft_post_chine,1.4,-0.33876942450115244,0.12869057549884755,0.40468734433599857,-0.3928889530939066,0.0745710469060934,0.23450014750343834,zero_diagnostic_only,False
longitudinal_bin_middle_post_chine,1.4,-0.1222826801038716,0.3451773198961284,1.0854632701136113,-0.1046420853318051,0.3628179146681949,1.1409368385792293,zero_diagnostic_only,False
longitudinal_bin_forward_post_chine,1.4,0.11100557982920828,0.5784655798292082,1.819074150406315,0.08533557905654238,0.5527955790565424,1.7383508775362968,zero_diagnostic_only,False
longitudinal_bin_pre_chine,1.4,0.33249198898792726,0.7999519889879272,2.5155722924148654,0.47188114623135935,0.9393411462313593,2.9539029755703123,zero_diagnostic_only,False
bem,1.4,-0.04863947871958637,0.41882052128041364,1.3170456644038164,1.0012881897384318,1.4687481897384318,4.618704999177458,zero_diagnostic_only,False
front,1.4,0.6073140100656459,1.0747740100656458,3.3797924844831626,0.5516406772784829,1.019100677278483,3.2047191109386257,zero_diagnostic_only,False
transom,1.4,nan,nan,nan,nan,nan,nan,zero_diagnostic_only,False
total,1.4,0.1637378290417575,0.6311978290417575,1.984898833464646,0.433817968302414,0.9012779683024139,2.8342074474918677,zero_diagnostic_only,False
