iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,kinematic_convergence_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.0276876395273079,8.15538309961912,0.1516769323274347,2.020305098525029,2.0207025412044595,0.0001967240887132,0.5565124011460492,28.39022931592425,235147.49217575707,,,0.017146404164471,0.0175054981373979,,,,,,,,1584.0,256.0,1020.0,3.4388044246822186e-05,0.0020431258041249
1,0.00027847504685127615,0.027571436307836213,8.15528047923928,0.15049304308463263,2.0292973658789135,2.0293241909508,1.3218896519303896e-05,0.5564914108829622,28.168980440991916,235205.50642060585,0.00027847504685127615,0.24635449111543414,0.01704743508043088,0.017411228508339687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,256.0,1020.0,2.465301128233206e-05,0.0014688753425741324
2,0.0005569630527370668,0.02747870620921268,8.155064958693234,0.14930883493345817,2.0381579262880902,2.038184444259863,1.301075418672819e-05,0.5564757724167111,27.946056824304584,235255.96234461956,0.00027848800588579063,0.24635461128293087,0.016971535960942565,0.01734053843943835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,256.0,1020.0,1.0750400773296357e-05,0.0006424136670710362
3,0.0008354639471711253,0.027403632911216436,8.154840533837897,0.14812448375264187,2.047175970951182,2.047202536156652,1.2976512936365102e-05,0.5564655687248965,27.723125509285804,235313.0600667684,0.0002785008944340585,0.2463546850754289,0.01691375700819097,0.017288343001271952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0,256.0,1020.0,4.147923009890786e-05,0.0024862904208527627
4,0.0011139776787985898,0.02734180862887572,8.154613469414477,0.146940180008454,2.056341691585936,2.0563677355886663,1.2665211641137143e-05,0.5564608681574776,27.500223745726654,235362.63805589595,0.0002785137316274643,0.2463547153273533,0.016871044754016132,0.017252028271891345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0,256.0,1020.0,2.7568789459783747e-05,0.0016574375360334903
5,0.0013925042075584595,0.02719035650478631,8.155522264093358,0.1510981094673876,2.023852925645826,2.0238118270867083,2.0307087830801203e-05,0.5564315550219776,28.2829215806422,235124.61331502371,0.0002785265287598697,0.2463547529603974,0.016551888400005006,0.01685773380295563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,256.0,1020.0,3.187353600957016e-05,0.0018971570895394074
6,0.0016709858023477601,0.027136680249174667,8.15525588306387,0.14991674818389142,2.0325104299647316,2.03253659416083,1.2872847151407244e-05,0.5564100460139014,28.060505295055403,235175.73055220526,0.0002784815947893007,0.246354723254297,0.016518429550185267,0.01682842402958933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,256.0,1020.0,1.7911725266607904e-05,0.0010693347439927026
7,0.0019494801050150342,0.02708976966779817,8.154998360096208,0.1487349616548852,2.0413670958351173,2.041393123777681,1.2750250857162855e-05,0.5563938121949548,27.83804664769658,235227.50659548125,0.00027849430266727406,0.24635468019189743,0.01649504887845473,0.01680971601101816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.0,256.0,1020.0,4.082920835771027e-06,0.00024444544174670923
8,0.00222798709845232,0.027048240002663957,8.15474890851651,0.1475529289789888,2.050379382528464,2.050405378710085,1.2678717822980384e-05,0.5563829348734783,27.615564062738905,235285.07470279717,0.00027850699343728586,0.24635463391646964,0.016480110246962602,0.016799834443933265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0,256.0,1020.0,3.480418772670099e-05,0.002090454697694044
9,0.0025065067748303517,0.027011182139830166,8.15450821204646,0.14637084627050792,2.0595387761516353,2.059564213527668,1.2351006121961767e-05,0.5563774809977147,27.393094288162317,235336.11057938126,0.00027851967637803173,0.24635459139991547,0.01647242255211286,0.016797873471241846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0,256.0,1020.0,2.0981255421677916e-05,0.0012640039809442935
10,0.0027850391298321828,0.026977881067219038,8.154276198645674,0.14518892405227074,2.068853743656989,2.0688788331121883,1.2127225172931115e-05,0.5563775065784193,27.170676729299853,235387.73118158177,0.00027853235500183095,0.2463545563458007,0.016470905278854538,0.016802573605165204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0,256.0,1020.0,7.225561818031542e-06,0.00043658885295566396
