case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,1.6477149500348388e-14,5.376883420392148e-15,-5.602230830118452e-11,-1.8281403629333304e-11
fn167,1.7902623815836317e-05,1,9.101147179815568e-15,4.693270608783228e-15,-3.0943900411372933e-11,-1.5957120069862977e-11
fn167,1.7902623815836317e-05,2,5.393101903337698e-15,5.384904984667443e-15,-1.833654647134817e-11,-1.830867694786931e-11
fn167,1.7902623815836317e-05,3,9.95106180717646e-16,2.0756417122472537e-15,-3.3833610144399962e-12,-7.057181821640662e-12
fn167,1.7902623815836317e-05,4,9.39293229778702e-16,3.3573034985174374e-15,-3.193596981247587e-12,-1.1414831894959287e-11
fn167,1.7902623815836317e-05,5,1.6870380916082729e-16,2.8447214544902483e-15,-5.735929511468128e-13,-9.672052945266845e-12
fn167,1.7902623815836317e-05,6,-1.2499718890166572e-15,1.7670084256057643e-15,4.249904422656634e-12,-6.007828647059599e-12
fn167,1.7902623815836317e-05,7,-1.4100548238565838e-15,8.170356084164841e-16,4.794186401112385e-12,-2.777921068616046e-12
fn167,1.7902623815836317e-05,8,-1.320202869277402e-15,7.896712567136125e-16,4.488689755543167e-12,-2.6848822728262827e-12
fn167,1.7902623815836317e-05,9,-2.676270089208501e-15,6.959982770470844e-17,9.099318303308904e-12,-2.366394141960087e-13
fn167,1.7902623815836317e-05,10,-2.3226757440713578e-15,5.2930778865234545e-17,7.897097529842616e-12,-1.7996464814179745e-13
fn167,1.7902623815836317e-05,11,-2.087270143078094e-15,-2.6901435631650434e-17,7.096718486465519e-12,9.146488114761147e-14
fn167,1.7902623815836317e-05,12,-2.317859839288213e-15,-5.38508226131546e-16,7.880723453579923e-12,1.8309279688472563e-12
fn167,1.7902623815836317e-05,13,-2.4620735240260786e-15,-9.487205458075858e-16,8.371049981688667e-12,3.2256498557457916e-12
fn167,1.7902623815836317e-05,14,-2.402146918547001e-15,-8.4282373684873495e-16,8.167299523059803e-12,2.865600705285699e-12
fn167,1.7902623815836317e-05,15,-1.7744963157829622e-15,-8.876888048115213e-16,6.033287473662072e-12,3.0181419363591723e-12
fn167,1.7902623815836317e-05,16,-3.619215094018432e-15,-1.8644977716879034e-15,1.2305331319662668e-11,6.339292423738871e-12
fn167,1.7902623815836317e-05,17,-3.447115408269605e-15,-2.0021678020408817e-15,1.1720192388116658e-11,6.807370526938998e-12
fn167,1.7902623815836317e-05,18,-2.4685782220353604e-15,-1.4116138044982065e-15,8.393165954920225e-12,4.7994869352939025e-12
fn167,1.7902623815836317e-05,19,-2.6161441459686778e-15,-1.49878620516195e-15,8.894890096293504e-12,5.09587309755063e-12
fn167,1.7902623815836317e-05,20,-2.9552245308536436e-15,-1.8019068201475907e-15,1.0047763404902388e-11,6.126483188501808e-12
fn167,1.7902623815836317e-05,21,-3.152873364389036e-15,-1.9690236860742052e-15,1.0719769438922723e-11,6.694680532652298e-12
fn167,1.7902623815836317e-05,22,-3.0052025720162377e-15,-1.7491205223525919e-15,1.0217688744855208e-11,5.947009775998812e-12
fn167,1.7902623815836317e-05,23,-2.737253549054841e-15,-1.379007014920557e-15,9.30666206678646e-12,4.688623850729894e-12
fn167,1.7902623815836317e-05,24,-3.6153259923533656e-15,-1.7638817005391344e-15,1.2292108374001443e-11,5.997197781833057e-12
fn167,1.7902623815836317e-05,25,-3.319313797125458e-15,-1.965490197067146e-15,1.1285666910226557e-11,6.682666670028297e-12
fn167,1.7902623815836317e-05,26,-3.0329057558999792e-15,-1.8999107287267063e-15,1.031187957005993e-11,6.459696477670802e-12
fn167,1.7902623815836317e-05,27,-3.2442009473142284e-15,-1.9896609534336586e-15,1.1030283220868376e-11,6.7648472416744395e-12
fn167,1.7902623815836317e-05,28,-1.953388290669334e-15,-1.1574783315837855e-15,6.641520188275736e-12,3.935426327384871e-12
fn167,1.7902623815836317e-05,29,-3.4076127982514335e-15,-1.922060007579241e-15,1.1585883514054874e-11,6.535004025769419e-12
fn167,1.7902623815836317e-05,30,-2.9572795357171518e-15,-1.6339012656847582e-15,1.0054750421438315e-11,5.555264303328178e-12
fn167,1.7902623815836317e-05,31,-3.213367133555648e-15,-1.4989158027223352e-15,1.0925448254089202e-11,5.09631372925594e-12
fn167,1.7902623815836317e-05,32,-3.059663747566002e-15,-1.5483778531263235e-15,1.0402856741724406e-11,5.2644847006295e-12
fn167,1.7902623815836317e-05,33,-2.0918030652520663e-15,-6.32295788185917e-16,7.112130421857025e-12,2.1498056798321178e-12
fn167,1.7902623815836317e-05,34,-1.9993554380062955e-15,-7.548603719043006e-16,6.7978084892214045e-12,2.566525264474622e-12
fn167,1.7902623815836317e-05,35,-2.056602964181999e-15,-6.223349922439356e-16,6.992450078218797e-12,2.1159389736293813e-12
fn167,1.7902623815836317e-05,36,-2.4095666660732082e-15,-2.494980793956695e-16,8.192526664648908e-12,8.482934699452763e-13
fn167,1.7902623815836317e-05,37,-2.2302673537970403e-15,-3.439062912757983e-17,7.582909002909938e-12,1.1692813903377143e-13
fn167,1.7902623815836317e-05,38,-2.0600312144589056e-15,-1.4643749841611356e-16,7.0041061291602786e-12,4.978874946147861e-13
fn167,1.7902623815836317e-05,39,-1.823936335504e-15,4.3544242125338243e-16,6.2013835407136e-12,-1.4805042322615003e-12
fn167,1.7902623815836317e-05,40,-8.983905723360837e-16,1.178834788208415e-15,3.0545279459426843e-12,-4.008038279908611e-12
fn167,1.7902623815836317e-05,41,-7.886617458330749e-16,9.568730775329294e-16,2.6814499358324548e-12,-3.25336846361196e-12
fn167,1.7902623815836317e-05,42,-9.718067404629696e-17,2.6553570186508336e-15,3.3041429175740966e-13,-9.028213863412835e-12
fn167,1.7902623815836317e-05,43,4.538566141834196e-16,2.628015736163655e-15,-1.5431124882236266e-12,-8.935253502956428e-12
fn167,1.7902623815836317e-05,44,1.5755092559859854e-15,2.8273286477062157e-15,-5.35673147035235e-12,-9.612917402201133e-12
fn167,1.7902623815836317e-05,45,5.342367931922484e-15,5.3506741086396755e-15,-1.8164050968536445e-11,-1.8192291969374897e-11
fn167,1.7902623815836317e-05,46,1.069135653268271e-14,5.519540571455657e-15,-3.635061221112121e-11,-1.8766437942949233e-11
fn167,1.7902623815836317e-05,47,1.9223341083740507e-14,6.273030657123903e-15,-6.535935968471773e-11,-2.132830423422127e-11
fn167,0.031986234344101555,0,0.0,0.0,-0.0,0.0
fn167,0.031986234344101555,1,0.0,0.0,-0.0,0.0
fn167,0.031986234344101555,2,4.903915834297262e-17,3.6603017411308083e-17,-1.667331383661069e-13,-1.244502591984475e-13
fn167,0.031986234344101555,3,4.50066858048611e-16,7.103389583328172e-16,-1.5302273173652773e-12,-2.4151524583315785e-12
fn167,0.031986234344101555,4,0.0,0.0,-0.0,0.0
fn167,0.031986234344101555,5,-1.6303203073506822e-16,-5.328847571203623e-16,5.543089044992319e-13,1.8118081742092318e-12
fn167,0.031986234344101555,6,1.6676559698180136e-16,-2.631582386460326e-16,-5.670030297381246e-13,8.947380113965109e-13
fn167,0.031986234344101555,7,1.6477494250956337e-16,1.2837514829966402e-16,-5.602348045325154e-13,-4.3647550421885766e-13
fn167,0.031986234344101555,8,0.0,0.0,-0.0,0.0
fn167,0.031986234344101555,9,1.599801127137059e-16,1.2323252670840502e-16,-5.439323832266e-13,-4.189905908085771e-13
fn167,0.031986234344101555,10,1.5785435753192993e-16,1.208742707677129e-16,-5.367048156085618e-13,-4.109725206102239e-13
fn167,0.031986234344101555,11,-4.1138342030593955e-17,-1.7719816995163295e-16,1.3987036290401944e-13,6.02473777835552e-13
fn167,0.031986234344101555,12,0.0,0.0,-0.0,0.0
fn167,0.031986234344101555,13,0.0,0.0,-0.0,0.0
fn167,0.031986234344101555,14,0.0,0.0,-0.0,0.0
fn167,0.031986234344101555,15,-2.966486818487415e-16,-2.2061428094343223e-16,1.0086055182857212e-12,7.500885552076696e-13
fn167,0.031986234344101555,16,0.0,0.0,-0.0,0.0
fn167,0.031986234344101555,17,-1.064484109981878e-16,-3.5112997330889886e-17,3.619245973938385e-13,1.1938419092502563e-13
fn167,0.031986234344101555,18,0.0,0.0,-0.0,0.0
fn167,0.031986234344101555,19,1.2114292449210315e-16,5.568675875166623e-17,-4.118859432731507e-13,-1.8933497975566516e-13
fn167,0.031986234344101555,20,0.0,0.0,-0.0,0.0
fn167,0.031986234344101555,21,2.8144756766267043e-16,1.9752758002736146e-16,-9.569217300530795e-13,-6.71593772093029e-13
fn167,0.031986234344101555,22,0.0,0.0,-0.0,0.0
fn167,0.031986234344101555,23,-4.753945844187512e-17,1.5810322203382387e-18,1.616341587023754e-13,-5.3755095491500116e-15
