frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,reference_heave_rao_m_per_m,reference_pitch_rao_rad_per_wave_slope,configuration,heave_digitization_uncertainty_abs,pitch_digitization_uncertainty_abs,case_code,linear_gate_eligible
2,4.398052485760458,13.471200000000003,1.9724233726607707,3.1855155410694915,0.02,0.2563639417177659,0.3866302639299171,-0.5616682224746702,0.6277031050968787,0.4639023944749449,0.8423077705245979,0.4270420753473109,1.2163227341040592,146.45273165480114,-138.17784657837785,-159.8336818333374,-146.45273165480114,-138.17784657837785,84.18586567031713,220.73001459915417,0.1716913842552087,0.4501639491552247,6.099450923966437,8.1968026841372e-17,0.7477009086809961,0.8449893238239109,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.4716346154,0.4759615385,fn226,0.01730769231,0.01730769231,C3,True
3,4.082419300063286,11.9,1.699474065203633,3.6971351524724367,0.032,0.4903870630812275,0.4347667832147621,-0.5387904232045635,1.058560057481975,0.6553637367327733,1.18778976061978,0.6989160852404404,1.7154855661932469,131.55951696623765,-153.0246216370394,-174.72289551288924,-131.55951696623765,-153.0246216370394,92.806058758728,242.9299110286256,0.302834696892343,0.7927026204581606,6.200741881648833,7.627598888842682e-17,0.8086760642445182,0.8831725783577882,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.6879807692,0.7528846154,fn226,0.01730769231,0.01730769231,C4,True
4,3.7696831794607135,10.4354,1.4490688740302795,4.336015644104087,0.032,0.8247048367699861,0.2968565405891378,-0.1602981862462057,1.5842433560583535,0.8765054897046338,1.592332414958905,1.0988659293537706,2.291538304255843,109.7965883538102,-174.22231601466297,163.99395084027458,-109.7965883538102,-174.22231601466297,95.44932069025198,249.54296013664296,0.3114599034418546,0.814281607314687,5.791597953559955,5.248327338947616e-17,0.8585610505859478,0.91404864562887,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.9151442308,0.9951923077,fn226,0.01730769231,0.01730769231,C5,True
5,3.4559208929702296,9.0582,1.217886762397776,5.159088267622884,0.035,0.9943357786224414,-0.1063072333733336,0.6051703806013019,1.716133548395358,1.0000024342551317,1.8197102916357777,1.4941539294286532,2.607884610116194,83.89752782105973,160.57551780247735,138.66643191805207,-83.89752782105973,160.57551780247735,82.05118697303674,213.97950686803617,0.2928412397767113,0.7636943033942546,4.480963937479609,3.9561965838558415e-16,0.8987788523732766,0.9387191686341764,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.120673077,1.233173077,fn226,0.01730769231,0.01730769231,C6,True
6,3.1407001299963366,7.7676,1.0058477978268834,6.246656125066137,0.035,0.8602147248904704,-0.4457928726884269,1.1396595121797723,1.3390469963701648,0.9688656554229732,1.7583715938873092,1.7481487732897962,2.5170972331006736,62.60525492926007,139.5989778459661,117.57225015106292,-62.60525492926007,139.5989778459661,58.45710009546714,151.870596384338,0.208633784558575,0.5420271829270781,2.934712134943361,2.0875153640322744e-16,0.9302646093631562,0.9579018417124509,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.125,1.189903846,fn226,0.01730769231,0.01730769231,C7,True
7,2.827884371298716,6.579000000000001,0.815459919282888,7.705081707394022,0.045,0.6814423433604914,-0.5799717450691657,1.3020622867891063,0.944668603015004,0.8948356789954294,1.6086531534798905,1.972694323093811,2.3156775048426126,49.59908073009399,125.96153139269518,103.9044328370452,-49.59908073009399,125.96153139269518,38.731388349357815,100.2300275203815,0.1777276109294307,0.4599278284039062,1.9919863082655127,9.361895356205248e-17,0.9538280855566396,0.9721852562946064,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.116346154,1.185576923,fn226,0.01730769231,0.01730769231,C8,True
0,5.653626606586198,24.395,3.259369285811095,1.9277304153696144,0.02,0.0363467301354573,0.0924265043474299,-0.1504125776567666,0.101658413955011,0.0993163808111493,0.1815444205840577,0.0556992487394322,0.2588713964332174,158.53276280263992,-124.05333633815118,-146.04255709735654,-158.53276280263992,-124.05333633815118,59.10476976571748,154.05851643153545,0.1205401839888595,0.3141919339051265,5.6794366368463445,7.597266375510063e-17,0.502185836691956,0.6853394180820805,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.1682692308,0.1442307692,fn282,0.01923076923,0.01923076923,C1,False
1,5.026686875832998,19.842,2.5765761955073043,2.438579273586157,0.02,0.0830736392286186,0.1561553677075116,-0.2103329804488701,0.2033782720607105,0.1768777216004176,0.2925793639525952,0.1135535461605043,0.4353637270617184,151.98731324227413,-134.03691788240863,-157.02190464582895,-151.98731324227413,-134.03691788240863,69.63763701509444,171.40486048973963,0.1420212549955274,0.3495686304492149,5.772047603080487,1.0115986440271711e-16,0.6672074631252465,0.7937668701496639,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.2884615385,0.25,fn282,0.01923076923,0.01923076923,C2,True
2,4.397973414093647,15.739,1.972352449722844,3.1856300875954005,0.02,0.2103361382672505,0.2411077527275252,-0.252519342505968,0.4427580904382369,0.3199597466658851,0.5097065282965879,0.2584256826756355,0.7793679248352202,138.89940088577083,-150.30248143868394,-173.11378591948943,-138.89940088577083,-150.30248143868394,79.25918732021574,193.06199917200027,0.1616437566757572,0.3937369013312402,5.693133247408157,2.0576262140527887e-16,0.7957256844975401,0.8751048428980418,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.4471153846,0.4615384615,fn282,0.01923076923,0.01923076923,C3,True
3,4.082523807148589,13.855,1.699561077017637,3.696945871580691,0.032,0.3370497745190761,0.2608489627045008,-0.1983671194608659,0.6492050188888682,0.4261979960621285,0.6788347889094203,0.3994177073651445,1.0464804561060743,127.7369408752457,-163.00926394556012,174.60376059255242,-127.7369408752457,-163.00926394556012,81.81340417703217,200.88346099658955,0.2669646549703547,0.6555011907114933,5.399967034279638,1.3024178476613537e-17,0.8457396360364181,0.906142686713238,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.6201923077,0.6394230769,fn282,0.01923076923,0.01923076923,C4,True
4,3.7696685675835337,12.101749999999996,1.4490576404202546,4.336049258438982,0.032,0.4954716965669968,0.2103854307886732,-0.0090038263868536,0.8644927202294473,0.5382882421037206,0.8645396070853631,0.5966219582780917,1.3410076771754924,113.00687553756984,-179.40327710449074,158.81380398321016,-113.00687553756984,-179.40327710449074,78.83357968196653,196.39372979722813,0.2572412138521237,0.6408507852846079,4.732273805981537,2.1285523398253358e-16,0.8863616521432199,0.9311226341011384,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.8509615385,0.9134615385,fn282,0.01923076923,0.01923076923,C5,True
5,3.45571905885522,10.45775,1.2177445115034398,5.159690926812146,0.035,0.6137259350347168,0.0725969223864403,0.3055054894813079,0.958270722582572,0.618004722048481,1.0057914206544705,0.8259461743848964,1.5698555690405886,96.74610285407186,162.31724179300488,141.31363688993736,-96.74610285407186,162.31724179300488,67.58779909326165,171.68652442340033,0.2412213108721284,0.6127503637653035,3.676897670534252,1.8502876992141961e-16,0.9189079297336764,0.9509957712036416,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.110576923,1.1875,fn282,0.01923076923,0.01923076923,C6,True
6,3.140737505839157,8.924499999999998,1.005871738114929,6.246507451292644,0.035,0.6416540480968945,-0.077581889863575,0.5961157448145643,0.8847970038048297,0.6463272136262991,1.0668738065759351,1.0606459712003922,1.6793206605006037,83.10587721982392,146.03060372863024,125.9894148409678,-83.10587721982392,146.03060372863024,51.477829847111536,133.75234927052355,0.1837247219640656,0.477363036762638,2.6026162496220664,2.0976295594694554e-16,0.9442305825978732,0.9663749289232606,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.307692308,1.504807692,fn282,0.01923076923,0.01923076923,C7,True
7,2.827761828840002,7.516249999999999,0.8153892471582603,7.705749528924155,0.045,0.6265545759690683,-0.1734667680660028,0.7813714372705252,0.7526418004855278,0.6501241083755035,1.0849013793061115,1.330531869395061,1.7291121349158758,74.52481465543696,133.92706628745412,115.0441359225581,-74.52481465543696,133.92706628745412,36.72812052093597,97.68448526557688,0.1685351698533259,0.4482470402177053,1.9274818161847989,8.638013896632523e-17,0.9631381844794406,0.9778120386170324,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.25,1.4375,fn282,0.01923076923,0.01923076923,C8,True
