frequency_index,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wavelength_m,wave_amplitude_m,heave_response_real_m_per_m,heave_response_imag_m_per_m,pitch_response_real_rad_per_m,pitch_response_imag_rad_per_m,heave_rao_m_per_m,pitch_rao_rad_per_m,pitch_rao_rad_per_wave_slope,point_vertical_rao_m_per_m,heave_phase_lead_deg,pitch_phase_lead_deg,point_phase_lead_deg,fridsma_heave_phase_lag_deg,fridsma_pitch_phase_lead_deg,cg_accel_rao_mps2_per_m,point_accel_rao_mps2_per_m,cg_accel_g,point_accel_g,dynamic_condition_number,equation_relative_residual,heave_finite_length_factor,pitch_finite_length_factor,provider_route,matrix_contract,reference_heave_rao_m_per_m,reference_pitch_rao_rad_per_wave_slope,configuration,heave_digitization_uncertainty_abs,pitch_digitization_uncertainty_abs,case_code,linear_gate_eligible
0,5.653325360619511,16.733999999999998,3.2590219527589674,1.9279358648874625,0.02,-0.0273271091544452,0.1827355564965153,-0.4252821249711437,-0.084842767800719,0.1847675688610697,0.4336625197870554,0.1330652343166736,0.5449454541009847,-171.4947564367799,-78.71774787808005,-98.51293155244528,171.4947564367799,-78.71774787808005,51.73986292217195,152.5993077088456,0.1055199541579886,0.3112159763198352,4.572814354637105,2.668370699506841e-16,0.2695978042152577,0.5219269295465796,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.09615384615,0.1192307692,fn167,0.01538461538,0.01538461538,C1,False
1,5.026988740904382,13.7884,2.576885664439888,2.438286414444119,0.02,-0.0313102755555875,0.3614562182598695,-0.7255144368606449,0.0364653428061592,0.3628097725724781,0.7264302577117706,0.2819024016999479,0.9908036472189636,-175.04924883479495,-92.8773425524575,-114.14743958475393,175.04924883479495,-92.8773425524575,68.97738473159892,188.37156420322447,0.1406747150792552,0.3841710761640816,4.831899482054849,5.905300566605822e-17,0.4894940428178088,0.6767802090148093,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.25,0.2769230769,fn167,0.01538461538,0.01538461538,C2,True
2,4.398177939300755,11.1048,1.97253590020566,3.185333816497073,0.02,0.1332975297446767,0.7396075135546071,-1.3739359911588347,0.5779389260943416,0.7515234564153412,1.490541347999676,0.7556472598771304,2.089945167530921,169.7834073205243,-112.81379936534346,-133.3582384515034,-169.7834073205243,-112.81379936534346,92.67530471955024,257.72489680087347,0.1890050215303906,0.5256125115118282,5.919397526920642,1.836756506910665e-16,0.6769998714695242,0.8000512716987782,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.6,0.625,fn167,0.01538461538,0.01538461538,C3,True
3,4.082254547334213,9.86,1.6993368978428782,3.697433578447805,0.032,0.5804738887967061,1.0727011281019487,-1.9135035366842008,1.5731170993034875,1.2196875197385453,2.4771340684395677,1.4577062803638392,3.428650126408629,151.5807210317795,-129.4240854962923,-149.862018045264,-151.5807210317795,-129.4240854962923,118.57753279397346,333.3319938293964,0.3869293845917975,1.0876929229187016,7.186152959816015,4.041185078178186e-16,0.7534797623934294,0.8486300281869192,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.8076923077,0.8115384615,fn167,0.01538461538,0.01538461538,C4,True
4,3.7697060489612224,8.6966,1.4490864561878756,4.335963034054446,0.032,1.896500373884009,0.8148276057266853,-1.2065517562845955,4.077042906507824,2.064136065087878,4.251828548060141,2.934144149856637,5.736796906522679,113.25068202762624,-163.51451468166883,175.55094414818916,-113.25068202762624,-163.51451468166883,156.1123683383038,433.8788352670839,0.509409001731042,1.415786504927441,8.705951530033555,4.0711674818577936e-16,0.8167652470796708,0.8882008069702735,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.9576923077,0.9884615385,fn167,0.01538461538,0.01538461538,C5,True
5,3.456234193356796,7.5978,1.2181075901891778,5.158152988935713,0.035,1.7775588093235106,-1.1448360597361855,2.382168690595336,3.5880201427599747,2.114323751055144,4.306810445713162,3.535656850347919,5.623081893966404,57.21645559735305,146.41890596752012,124.3345315743619,-57.21645559735305,146.41890596752012,122.05264710803677,324.60120155268163,0.4356067208252856,1.15850387791385,6.094629646113143,3.314584896624355e-16,0.8682858361332099,0.920031763281077,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.057692308,1.092307692,fn167,0.01538461538,0.01538461538,C6,True
6,3.140642654793528,6.560399999999999,1.0058109838842562,6.24688476050946,0.035,0.6667103245509286,-1.3739372206090623,2.5492187345289947,1.5627262215538251,1.5271562274494908,2.9900885271184707,2.972813555456813,3.767557171564075,25.8852263178222,121.50919795090864,97.71875036974848,-25.8852263178222,121.50919795090864,65.72704498979702,162.15132104106524,0.23458026692529,0.5787191585747716,3.0067684658622857,3.4620474323635173e-16,0.909010075698777,0.944964928769037,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.9653846154,1.057692308,fn167,0.01538461538,0.01538461538,C7,True
7,2.828070765899892,5.601,0.8155674217941496,7.704066076299785,0.045,0.2466930815725183,-1.1900239179667318,2.065162942950865,0.8762879636952136,1.2153248133024503,2.243385516636537,2.7507051614461995,2.73446072524218,11.711586257408952,112.99243704080646,87.15234224733354,-11.711586257408952,112.99243704080646,38.12619899839864,85.7833170381782,0.1749505646605047,0.3936358763408523,1.909462642954744,2.437354779938093e-16,0.9395966526422848,0.9635659368031276,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,1.030769231,1.146153846,fn167,0.01538461538,0.01538461538,C8,True
0,5.653511546225572,20.646,3.259236620385745,1.927808882570773,0.02,0.0208899221236689,0.1273712835504445,-0.2626324726150739,0.080872771596282,0.1290729743967369,0.2748021485679687,0.0843148812360376,0.3708520817596158,170.68594918852784,-107.11523966491391,-127.28624419921036,-170.68594918852784,-107.11523966491391,55.018299634489786,158.07841300386636,0.1122061042955337,0.322390241323727,5.358294243174504,1.4327422549947932e-16,0.4029827806719668,0.6174479899180991,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.1298076923,0.1254807692,fn226,0.01730769231,0.01730769231,C1,False
1,5.026802804762901,16.879600000000003,2.5766950424428487,2.438466797073037,0.02,0.0711415782380824,0.2296906320998711,-0.3945285472978471,0.2248167229997522,0.240455631309902,0.4540873633710774,0.1762286013251213,0.6426027285022669,162.79079252375698,-119.67606429166676,-141.10624485713512,-162.79079252375698,-119.67606429166676,68.51083395953586,183.0909452797271,0.1397232163063551,0.3734016107023848,5.667185696293777,1.0796120699956207e-16,0.5938382894184451,0.7461755176855023,faltinsen_ch9_reduced_order_planing_plus_matched_bie_replace_with_matched_bie,heave_pitch_2x2_v1,0.2639423077,0.2769230769,fn226,0.01730769231,0.01730769231,C2,True
