time_s,vertical_force_n,pitch_moment_nm,bem_vertical_force_n,bem_pitch_moment_nm,front_vertical_force_n,front_pitch_moment_nm,active_plane_count,max_potential_bvp_relative_residual,max_pressure_bvp_relative_residual
0.0,360.69458443184385,-38.417692038188406,337.9816676584765,-54.31677143066389,22.712916773367365,15.899079392475484,11,1.4390146441590357e-15,1.7331504799749672e-15
0.0014305431266172946,364.9011712859628,-36.081267112879345,340.66231184059825,-52.91565672908604,24.23885944536453,16.83438961620669,10,1.435159813827794e-15,1.0477069127047758e-15
0.002861086253234589,364.24099455642215,-36.54829986219845,338.43978121288154,-54.32588286308879,25.801213343540592,17.77758300089035,10,9.873223393200108e-16,1.7537845682587e-15
0.004291629379851884,368.61781146654204,-34.543119576117704,341.21882675810957,-53.27041605413899,27.39898470843245,18.72729647802129,10,9.344942144053523e-16,9.537522286369134e-16
0.005722172506469178,364.28524195065523,-35.8176938268455,335.2540220916335,-55.499906994687535,29.03121985902173,19.682213167842033,10,1.4937412249789921e-15,1.0534671444406052e-15
0.007152715633086473,368.33940029380244,-33.92303953555357,337.6423955384206,-54.56410077507326,30.69700475538187,20.64106123951969,10,1.1037725698805772e-15,1.8432939018293504e-15
0.008583258759703769,363.8179273211765,-35.11036329070929,331.4224628082099,-56.71297603121636,32.395464512966626,21.602612740507066,10,1.1087402627613412e-15,1.851606183824148e-15
0.010013801886321063,367.24356378861063,-33.34257312182794,333.11780091387,-55.90825552304082,34.12576287474066,22.565682401212886,10,9.119104253087584e-16,1.1277681695140886e-15
0.011444345012938357,364.89679050713306,-34.089893467742144,329.00968886021076,-57.61901988833833,35.887101646922325,23.52912642059619,10,1.1192031765220952e-15,1.112026750910512e-15
0.012874888139555651,368.14666601717033,-32.36138815750958,330.4679459134732,-56.853229395326196,37.67872010369711,24.49184123781661,10,1.0037552539709099e-15,1.4780158686264384e-15
0.014305431266172945,367.1780523753673,-32.8709566876485,327.6781580095095,-58.32371898225898,39.49989436585783,25.45276229461048,10,9.353228811960698e-16,1.1914067517717516e-15
0.01573597439279024,370.5184220428006,-31.146735757735698,329.16848528485184,-57.55759855036513,41.34993675794871,26.41086279262943,10,9.18205141329657e-16,1.3204756601666764e-15
0.017166517519407537,370.25695256774236,-31.560173765764493,327.028757419617,-58.92532621533272,43.22819514812534,27.365152449568225,10,1.6700618372339772e-15,1.0581496840710864e-15
0.01859706064602483,373.7527189339194,-29.84174549544207,328.61866665932473,-58.156421752965116,45.134052274594715,28.314676257523047,10,8.890324080780236e-16,9.691582307685535e-16
0.020027603772642125,373.6992770856779,-30.25038904320067,326.632352023503,-59.50890228986373,47.066925062174924,29.258513246663057,10,8.096171941407921e-16,1.67380316528147e-15
