case_code,omega_e_rad_s,time_step_s,bem_substeps_per_plane,maximum_harmonic_residual_nrmse,maximum_potential_bvp_relative_residual,maximum_pressure_bvp_relative_residual,maximum_free_surface_pressure_abs_pa,minimum_active_plane_count,maximum_active_plane_count,response_calibration_used
C4,13.855552124752114,0.0014305431266172946,16,0.04860178514112642,2.4634914054553485e-15,3.656374972035258e-15,6.38378239159465e-13,9,11,False
