case_code,fn_b,omega0_rad_s,omega_e_rad_s,wavenumber_rad_m,wave_amplitude_m,source_wave_amplitude_m,wave_amplitude_scale,component,heave_force_real_n_per_m,heave_force_imag_n_per_m,pitch_moment_real_nm_per_m,pitch_moment_imag_nm_per_m,response_calibration_used
C4,2.82,4.08,13.855552124752114,1.7,0.008,0.032,0.25,total,5503.461387427069,-2156.1284468391614,2061.4814026410377,56.482610761851525,False
C4,2.82,4.08,13.855552124752114,1.7,0.008,0.032,0.25,bem,4026.734817813881,-2633.8254133590813,996.3674026284648,-150.45325762480826,False
C4,2.82,4.08,13.855552124752114,1.7,0.008,0.032,0.25,front,1476.7265696131917,477.696966519917,1065.1140000125731,206.93586838665988,False
C4,2.82,4.08,13.855552124752114,1.7,0.008,0.032,0.25,transom,0.0,0.0,0.0,0.0,False
C4,2.82,4.08,13.855552124752114,1.7,0.008,0.032,0.25,raw_bem,4026.734817813881,-2633.8254133590813,996.3674026284648,-150.45325762480826,False
C4,2.82,4.08,13.855552124752114,1.7,0.008,0.032,0.25,resolved_station,4064.594258463904,-2502.1966348496967,970.8104843081352,-236.52055378410358,False
C4,2.82,4.08,13.855552124752114,1.7,0.008,0.032,0.25,transom_extrapolation,-37.85944065002602,-131.6287785093814,25.55691832032975,86.06729615929541,False
C4,2.82,4.08,13.855552124752114,1.7,0.008,0.032,0.25,pre_chine_bem,2599.825594753362,-1518.0743835653936,1023.0543652936257,-622.8136207351442,False
C4,2.82,4.08,13.855552124752114,1.7,0.008,0.032,0.25,post_chine_bem,1426.9092230605188,-1115.751029793681,-26.686962665160717,472.360363110337,False
