iteration,shape_dipole_coefficient,relative_change
0,4.0,0.33651020614846616
1,5.346040824593865,0.052246171065439204
2,5.625350988038417,0.009781544110853175
3,5.680375606866947,0.0018893408780110785
4,5.691107772703457,0.0003670947753313346
5,5.693196948632664,7.140728847603451e-05
