case,omega,mode,original_real,original_imag,delta_real,delta_imag,candidate_real,candidate_imag,normal_real,normal_imag,tangent_real,tangent_imag,complex_relative_change
fn167,8.6966,3,-64.73657333800615,-5321.676854126156,-34.69144049276484,-51.643231146975424,-99.428013830771,-5373.320085273132,80.70944886901992,127.08703617464639,-115.40088936178479,-178.73026732162177,0.011689716853147465
fn167,8.6966,5,1187.6104808788316,-834.9963173864315,-21.78446330775312,-34.56061288371466,1165.8260175710784,-869.5569302701462,52.14354705859552,90.3730184424849,-73.92801036634863,-124.9336313261996,0.028140386224007635
fn226,10.4354,3,-728.9458571814091,-4703.091131542404,-68.93753314670855,-57.222758614207976,-797.8833903281177,-4760.313890156612,151.1675775462154,137.12271815932374,-220.1051106929239,-194.3454767735317,0.018824946831414086
fn226,10.4354,5,681.7608040938145,-483.1801266630736,-31.442635977305756,-28.18812543122212,650.3181681165088,-511.3682520942957,73.05544799370603,73.61152004801325,-104.49808397101178,-101.7996454792354,0.050535012561124484
fn282,12.10175,3,-1105.3647653800008,-4218.849002397366,-101.25781329598415,-52.45290326409876,-1206.6225786759849,-4271.301905661465,219.95237361525255,128.5240904935133,-321.2101869112367,-180.9769937576121,0.026147781840622566
fn282,12.10175,5,442.49801935924893,-184.3349584698227,-31.93222036723686,-19.034438192372278,410.56579899201205,-203.369396662195,76.35024665949717,53.06611296005337,-108.28246702673407,-72.10055115242567,0.07755156403288486
