case,x,panel,chain_real,chain_imag,pressure_delta_real,pressure_delta_imag
fn167,1.7902623815836317e-05,0,-5.17928440797269e-14,-1.4545668214905778e-14,1.7609566987107145e-10,4.945527193067965e-11
fn167,1.7902623815836317e-05,1,-2.682246790389164e-14,-1.155783582214505e-14,9.119639087323158e-11,3.929664179529317e-11
fn167,1.7902623815836317e-05,2,-1.5403158988324355e-14,-1.1708556608153129e-14,5.237074056030281e-11,3.980909246772064e-11
fn167,1.7902623815836317e-05,3,-6.364950033580802e-15,-7.708264892417615e-15,2.164083011417473e-11,2.620810063421989e-11
fn167,1.7902623815836317e-05,4,-2.4070637370022262e-15,-5.227029760746569e-15,8.184016705807569e-12,1.7771901186538336e-11
fn167,1.7902623815836317e-05,5,-3.3387886241218304e-16,-3.298987893131994e-15,1.1351881322014224e-12,1.121655883664878e-11
fn167,1.7902623815836317e-05,6,1.891759922954028e-16,-4.1493381870897525e-15,-6.431983738043695e-13,1.410774983610516e-11
fn167,1.7902623815836317e-05,7,1.0657883907443755e-15,-3.8577296629939596e-15,-3.6236805285308767e-12,1.3116280854179463e-11
fn167,1.7902623815836317e-05,8,2.244742151486019e-15,-2.1467142771024497e-15,-7.632123315052464e-12,7.29882854214833e-12
fn167,1.7902623815836317e-05,9,2.282799563563363e-15,-2.7077006819685157e-15,-7.761518516115433e-12,9.206182318692953e-12
fn167,1.7902623815836317e-05,10,3.1695041391141632e-15,-8.726905950701497e-16,-1.0776314072988154e-11,2.967148023238509e-12
fn167,1.7902623815836317e-05,11,3.559663167839364e-15,1.9164143106649363e-16,-1.2102854770653836e-11,-6.515808656260783e-13
fn167,1.7902623815836317e-05,12,4.596310755642366e-15,7.031889564996633e-16,-1.5627456569184046e-11,-2.3908424520988554e-12
fn167,1.7902623815836317e-05,13,3.9147133383380076e-15,-2.480994526497616e-16,-1.3310025350349226e-11,8.435381390091895e-13
fn167,1.7902623815836317e-05,14,3.5231092384881764e-15,4.6920532157658165e-16,-1.19785714108598e-11,-1.5952980933603775e-12
fn167,1.7902623815836317e-05,15,5.819680773714296e-15,1.6157621782646114e-15,-1.9786914630628607e-11,-5.493591406099679e-12
fn167,1.7902623815836317e-05,16,5.78751495231497e-15,2.212180971867268e-15,-1.96775508378709e-11,-7.521415304348711e-12
fn167,1.7902623815836317e-05,17,5.634463966937703e-15,2.1959366035535314e-15,-1.915717748758819e-11,-7.466184452082006e-12
fn167,1.7902623815836317e-05,18,5.110153286289124e-15,2.3657883506965697e-15,-1.737452117338302e-11,-8.043680392368337e-12
fn167,1.7902623815836317e-05,19,5.640497662596259e-15,2.8833267988070952e-15,-1.917769205282728e-11,-9.803311115944124e-12
fn167,1.7902623815836317e-05,20,5.40777538039843e-15,2.4923250893617205e-15,-1.8386436293354662e-11,-8.47390530382985e-12
fn167,1.7902623815836317e-05,21,6.493089313096394e-15,3.6371237066028e-15,-2.207650366452774e-11,-1.236622060244952e-11
fn167,1.7902623815836317e-05,22,6.408489960472927e-15,3.4611429823570047e-15,-2.178886586560795e-11,-1.1767886140013816e-11
fn167,1.7902623815836317e-05,23,5.784686718219348e-15,3.320464311104335e-15,-1.9667934841945785e-11,-1.1289578657754739e-11
fn167,1.7902623815836317e-05,24,5.205538537655637e-15,3.1355212751181736e-15,-1.7698831028029165e-11,-1.066077233540179e-11
fn167,1.7902623815836317e-05,25,7.3428362582252e-15,4.472210818495944e-15,-2.4965643277965677e-11,-1.520551678288621e-11
fn167,1.7902623815836317e-05,26,6.667989366905006e-15,4.171388372306827e-15,-2.267116384747702e-11,-1.4182720465843211e-11
fn167,1.7902623815836317e-05,27,4.655046742421125e-15,2.9234273169469982e-15,-1.5827158924231826e-11,-9.939652877619793e-12
fn167,1.7902623815836317e-05,28,3.985149039304134e-15,2.3966102389824385e-15,-1.3549506733634055e-11,-8.148474812540291e-12
fn167,1.7902623815836317e-05,29,1.1067556616421438e-14,4.725973423067619e-15,-3.762969249583289e-11,-1.6068309638429906e-11
fn167,1.7902623815836317e-05,30,1.1002370372760674e-14,4.729007407005612e-15,-3.740805926738629e-11,-1.6078625183819083e-11
fn167,1.7902623815836317e-05,31,3.93297116534004e-15,2.426396785356465e-15,-1.3372101962156138e-11,-8.24974907021198e-12
fn167,1.7902623815836317e-05,32,4.476452893258399e-15,2.8118211053954278e-15,-1.5219939837078556e-11,-9.560191758344454e-12
fn167,1.7902623815836317e-05,33,6.400079095198567e-15,4.036375867633405e-15,-2.176026892367513e-11,-1.3723677949953577e-11
fn167,1.7902623815836317e-05,34,5.9775955186869315e-15,3.7404306187857054e-15,-2.0323824763535567e-11,-1.2717464103871398e-11
fn167,1.7902623815836317e-05,35,7.202977804075235e-15,4.3844877341853686e-15,-2.44901245338558e-11,-1.4907258296230254e-11
fn167,1.7902623815836317e-05,36,5.7846867182192904e-15,3.320464311104363e-15,-1.9667934841945587e-11,-1.1289578657754834e-11
fn167,1.7902623815836317e-05,37,5.958336143886542e-15,3.321168650581958e-15,-2.0258342889214243e-11,-1.1291973411978657e-11
fn167,1.7902623815836317e-05,38,6.9162819473031876e-15,3.745404840139767e-15,-2.3515358620830837e-11,-1.2734376456475207e-11
fn167,1.7902623815836317e-05,39,5.827670373351167e-15,3.1521714053366395e-15,-1.9814079269393968e-11,-1.0717382778144574e-11
fn167,1.7902623815836317e-05,40,5.334375077153227e-15,2.6770288266586864e-15,-1.8136875262320974e-11,-9.101898010639535e-12
fn167,1.7902623815836317e-05,41,5.313653605925049e-15,2.175285547914431e-15,-1.8066422260145166e-11,-7.395970862909065e-12
fn167,1.7902623815836317e-05,42,5.634463966937928e-15,2.195936603553438e-15,-1.9157177487588957e-11,-7.46618445208169e-12
fn167,1.7902623815836317e-05,43,5.21545917761752e-15,2.319389032716023e-15,-1.7732561203899567e-11,-7.885922711234478e-12
fn167,1.7902623815836317e-05,44,4.4723262780357006e-15,1.7487071031862618e-15,-1.5205909345321383e-11,-5.94560415083329e-12
fn167,1.7902623815836317e-05,45,4.299769571725838e-15,4.445812948633235e-16,-1.4619216543867847e-11,-1.5115764025353e-12
fn167,1.7902623815836317e-05,46,4.761594819671085e-15,4.2885867365804256e-17,-1.618942238688169e-11,-1.4581194904373446e-13
fn167,1.7902623815836317e-05,47,4.102263801125415e-15,4.6513640188436956e-17,-1.394769692382641e-11,-1.5814637664068565e-13
fn167,1.7902623815836317e-05,48,3.945339009838457e-15,-5.24301295604372e-16,-1.3414152633450753e-11,1.7826244050548648e-12
fn167,1.7902623815836317e-05,49,2.742587452300896e-15,-8.283047873034058e-16,-9.324797337823047e-12,2.81623627683158e-12
fn167,1.7902623815836317e-05,50,2.0895263225345574e-15,-1.4040653783690029e-15,-7.104389496617495e-12,4.773822286454609e-12
fn167,1.7902623815836317e-05,51,1.7269183816167027e-15,-3.261784524808027e-15,-5.871522497496789e-12,1.1090067384347293e-11
fn167,1.7902623815836317e-05,52,5.398313522508796e-16,-4.231884313319922e-15,-1.8354265976529906e-12,1.4388406665287737e-11
fn167,1.7902623815836317e-05,53,6.029827845548305e-17,-4.6305798611846754e-15,-2.0501414674864238e-13,1.5743971528027898e-11
fn167,1.7902623815836317e-05,54,-9.653076940136347e-16,-4.513033367340645e-15,3.282046159646358e-12,1.5344313448958194e-11
fn167,1.7902623815836317e-05,55,-2.5012604571432663e-15,-5.293332969329135e-15,8.504285554287106e-12,1.799733209571906e-11
fn167,1.7902623815836317e-05,56,-9.991489891018112e-15,-1.1867684148410519e-14,3.3971065629461583e-11,4.0350126104595764e-11
fn167,1.7902623815836317e-05,57,-1.746871655799512e-14,-1.3263312084179912e-14,5.939363629718341e-11,4.50952610862117e-11
fn167,1.7902623815836317e-05,58,-3.445044790176158e-14,-1.4839756874994147e-14,1.1713152286598937e-10,5.04551733749801e-11
fn167,1.7902623815836317e-05,59,-5.175549805498592e-14,-1.4527488832040488e-14,1.7596869338695215e-10,4.939346202893766e-11
fn167,0.021330123770672976,0,0.0,0.0,-0.0,0.0
fn167,0.021330123770672976,1,6.104779730342104e-17,3.757488665385625e-17,-2.0756251083163155e-13,-1.2775461462311126e-13
fn167,0.021330123770672976,2,0.0,0.0,-0.0,0.0
fn167,0.021330123770672976,3,-1.1272485868368103e-15,-1.4062326066038247e-15,3.832645195245155e-12,4.781190862453004e-12
