stage,panel_count,exact_objective,signed_root_defect,root_relative_mismatch,condition_number,dipole_coefficient
source,80,0.0030415412782500094,2.2265127900454508e-07,2.2265127900454508e-07,46001.436905354385,2.516598626757553
source,160,0.0021660770205668535,0.0006747672923735166,0.0006747672923735166,47340.94148823889,2.5131082152659636
source,320,0.001889059854852763,0.0009641985306744742,0.0009641985306744742,110975.07625610832,2.510694646420356
candidate_factor_1,80,0.0030438111222806895,-0.0009567702756947203,0.0009567702756947203,46661.778482351154,2.516121908800958
candidate_factor_1,160,0.0021741463874637105,-0.0002865987432349755,0.0002865987432349755,47341.04769273151,2.5126123452602536
candidate_factor_1,320,0.0019003963335162276,4.03467138276838e-07,4.03467138276838e-07,110975.00498207152,2.5101995102036545
candidate_factor_0.5,80,0.0030403954937325353,-0.00047839158464970186,0.00047839158464970186,46326.45997153715,2.5163707628155354
candidate_factor_0.5,160,0.0021678037797058527,0.00019394516416849683,0.00019394516416849683,47340.99485074917,2.512860638911979
candidate_factor_0.5,320,0.001892409223415522,0.0004821602511963782,0.0004821602511963782,110975.04147294203,2.5104474381185145
candidate_factor_0.25,80,0.0030403992137874366,-0.00023911624591422466,0.00023911624591422466,46161.3227178255,2.516494923090457
candidate_factor_0.25,160,0.0021663630420984204,0.00043430489570602134,0.00043430489570602134,47340.96823914467,2.5129845167736
candidate_factor_0.25,320,0.0018901544757796553,0.0007231275989810145,0.0007231275989810145,110975.05907790511,2.510571132169808
candidate_factor_0.125,80,0.0030408290631748205,-0.0001194574839687172,0.0001194574839687172,46079.37410613362,2.516556936555405
candidate_factor_0.125,160,0.0021660754251407567,0.000554506297952937,0.000554506297952937,47340.95488576571,2.5130463884375023
candidate_factor_0.125,320,0.001889461917752364,0.0008436331026899855,0.0008436331026899855,110975.06772042453,2.5106329117417285
