step_factor,normalized_objective,normalized_relative_decrease,predicted_normalized_objective,trust_ratio,maximum_grid_objective_ratio,maximum_root_relative_mismatch,maximum_condition_number,maximum_condition_number_ratio,maximum_displacement_ratio,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,dipole_coefficient,feasibility_repair,accepted,rejection_reason
1.0,1.0034909132913725,-0.0034909132913725216,1.0034954432936294,-inf,1.0060011220048652,0.0009567702756947203,110975.00498207152,0.99999935774735,0.01184253401638095,13.981894498872736,1.0006869274971355,14.018256071583908,2.516121908800958,False,False,insufficient_objective_decrease
0.5,1.0007311685125764,-0.0007311685125763745,1.0007320962568262,-inf,1.001773034641626,0.0004821602511963782,110975.04147294203,0.999999686567764,0.005921352213584208,13.977085491681537,1.000342745910666,14.018975787770742,2.5163707628155354,False,False,insufficient_objective_decrease
0.25,1.0001120032985793,-0.00011200329857929958,1.000112141780916,-inf,1.0005794527495147,0.0007231275989810145,110975.05907790511,0.9999998452066555,0.0029606954146763754,13.974688646450135,1.0001712032280565,14.01932368709163,2.516494923090457,False,False,insufficient_objective_decrease
0.125,0.9999926461531895,7.353846810498332e-06,0.9999925943035838,0.9929986860376193,1.0002128375649761,0.0008436331026899855,110975.06772042453,0.9999999230846773,0.0014803505247409474,13.973492138383175,1.0000855689113803,14.019494634154077,2.516556936555405,False,False,insufficient_objective_decrease
