omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,16.696264970088407,15.153766076135506,2.34446463574637,8858356.025668386,5.136825201767939e-15
3.0,10.334617483448636,8.848448334938515,2.113410985865592,8858356.025668386,3.2085102553658458e-15
4.0,3.4008911741700825,2.3935350939200633,1.0882152416988375,8858356.025668386,2.258400189457498e-15
