iteration,pseudo_time,kinematic_rms,dipole_coefficient,root_thickness,root_s_lambda,root_measured_s_lambda,root_relative_mismatch,root_body_eta,root_resolution_ratio,bem_condition_number,accepted_time_step,maximum_displacement_ratio,kinematic_integral,provisional_matching_surface_shift_panels,final_matching_surface_shift_panels,provisional_matching_surface_root_displacement_ratio,final_matching_surface_root_displacement_ratio,provisional_matching_surface_trigger_code,final_matching_surface_trigger_code,rk2_rejected_attempt_count,jet_point_count,shallow_jet_panel_count_per_side,boundary_panel_count,jet_tip_thickness,jet_tip_s_lambda
0,0.0,0.0169456529785266,8.163792993093299,0.1458152954407185,2.0602082773923254,1.999459742122419,0.0294865989698856,0.5529211477752627,4.579469251545925,28579.830650495645,,,0.0088662262392411,,,,,,,,266.0,133.0,458.0,3.975208935459735e-05,0.0024012503678358
1,0.0010410132847314,0.0122444589035462,8.183342250972627,0.1416024235600007,2.057325988845488,2.083814907331615,0.0128754113979727,0.5529750690712085,8.358652669408917,43809.939453292216,0.0010410132847314,0.2301623072780291,0.004854969781341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,249.0,690.0,0.0001200030389243,0.0074475348791593
2,0.0020511339446356,0.0119946943610276,8.182527346667149,0.1374550727833859,2.0668279548544235,2.1266635177472435,0.0289504323532504,0.5530687497462219,8.142329460317814,62001.43701530992,0.0010101206599041,0.2486118735329958,0.0047905951801974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,250.0,692.0,3.878797241552831e-05,0.0024636268890232
3,0.0030580442219687,0.0154963708394397,8.185935122214351,0.1500785077399205,2.0651329527545363,1.99745203108594,0.0327731546670258,0.5531080752991357,8.895158684601812,41912.510537626855,0.0010069102773331,0.2489910488833518,0.006770498685823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,250.0,692.0,9.818826869130856e-05,0.0057502584599362
4,0.0040593675497526,0.015198214563915,8.184894757273113,0.1459340165013853,2.056579349741037,2.041236311195101,0.0074604651397809,0.5530997080055509,8.64847160050111,41790.68939130878,0.0010013233277839,0.2486468840523457,0.0067487630041765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,250.0,692.0,3.2997420680280205e-05,0.0019917950227988
5,0.005061203702389003,0.014893585539074938,8.183996169429745,0.14178992358558265,2.0580493182370887,2.0843928914985734,0.012800263350370272,0.5531510203101431,8.40132984057408,46056.03511051159,0.0010018361526364032,0.24855865703587593,0.00668639091405614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,250.0,692.0,0.00010710909606236169,0.006636944507687969
6,0.006063688078385242,0.015272152369029585,8.187200864662616,0.15445286376719305,2.050331429727662,1.9592366606580183,0.04442928969866268,0.5531256999769216,9.156711195210477,69558.48227571911,0.0010024843759962392,0.24843272481276085,0.006263342187847979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.0,251.0,694.0,2.1793036673545866e-05,0.0012516354813451658
7,0.007064700123041675,0.015219521941041658,8.186035258299592,0.1503170398832004,2.0371605697322734,2.002020362598831,0.01724960106510443,0.553052712959534,8.910162623642007,41907.218280790345,0.0010010120446564332,0.24872096631360213,0.006425231349463928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,250.0,692.0,9.60688294211625e-05,0.0056955272347011515
8,0.008066190361959146,0.015164591544016386,8.185015263796696,0.14617463524147772,2.0346738500657824,2.043813899240038,0.004492144612739875,0.5530355949713219,8.663052483523963,41783.61902530267,0.0010014902389174707,0.2486413982597209,0.006559886601481186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,250.0,692.0,3.0453733037455444e-05,0.0018553451001856389
9,0.009068248743276932,0.015058896126617415,8.184124476334173,0.14203145003095244,2.0406979446877522,2.0853475980562197,0.021879599322720614,0.5530783608347547,8.415983864725542,46027.108241385795,0.0010020583813177865,0.2485474713664786,0.006635451870341256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,250.0,692.0,0.00010652532836154949,0.006646826188563664
10,0.010070934840377719,0.014866629610263738,8.1833553416048,0.13789473297798754,2.0536065376764148,2.1272531202610683,0.03586207057364654,0.5531848875619496,8.169361288469663,58678.64868582113,0.0010026860971007873,0.24844101870904325,0.006625679829879788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,250.0,692.0,4.8989409144487985e-05,0.003122560604277838
11,0.011074314605999563,0.012459182163184715,8.186270345190175,0.15055890607853542,2.0540953243070863,1.9932382467251384,0.029627192497737175,0.5529833137939091,8.92462689438085,41932.98221860103,0.0010033797656218435,0.24792926630828513,0.004470815811472014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,250.0,692.0,0.00010912554069580625,0.006406555727430826
12,0.012079178581670437,0.012517989355607807,8.185206461926926,0.14642489059170566,2.046725563532626,2.035749048677496,0.005362963677545814,0.5529470529211011,8.677614936275983,41797.34225769281,0.0010048639756708724,0.24872239536427562,0.004637508266723852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,250.0,692.0,3.7540826566406645e-05,0.0022700401605064108
