omega_e_sqrt_L_g,amplitude,incident_amplitude,diffraction_amplitude,condition,residual
2.0,16.701470774486793,15.153766076135506,2.3951131989781125,25052208.611500375,5.202015864735289e-15
3.0,10.537303630944352,8.848448334938515,2.344373972110158,25052208.611500375,5.611704121665644e-15
4.0,3.5908826529035665,2.3935350939200633,1.3692132951235196,25052208.611500375,5.532112261013833e-15
