panel_count,shape_mode,value,source_signed_root_defect,finite_difference_step
320,0,-0.0014857576859089129,3.580212965958884e-08,2.4076437067405716e-05
320,1,-0.0032098868474486853,3.580212965958884e-08,1.114396289456524e-05
320,2,-0.00535260412020487,3.580212965958884e-08,6.682919063788642e-06
320,3,-0.005198261552745842,3.580212965958884e-08,6.8810063064594515e-06
320,4,-0.0048611106123665135,3.580212965958884e-08,7.358475462982872e-06
320,5,-0.004863779459989501,3.580212965958884e-08,7.354703730839957e-06
320,6,-0.00477342801363834,3.580212965958884e-08,7.494117573079813e-06
320,7,-0.004781751921844556,3.580212965958884e-08,7.481524263876279e-06
320,8,-0.0047437548812830676,3.580212965958884e-08,7.541891379191169e-06
320,9,-0.0047502951659426544,3.580212965958884e-08,7.532029607200795e-06
320,10,-0.004730891161919235,3.580212965958884e-08,7.563495208235057e-06
320,11,-0.004735727372806698,3.580212965958884e-08,7.556285985208841e-06
320,12,-0.004724520372398567,3.580212965958884e-08,7.5745525107684505e-06
320,13,-0.004728311320339435,3.580212965958884e-08,7.569182651059406e-06
320,14,-0.004721428256656228,3.580212965958884e-08,7.580545233681336e-06
320,15,-0.004724297641074824,3.580212965958884e-08,7.5764117186820135e-06
