outer_iteration,step_factor,source_formal_exact_objective,candidate_formal_exact_objective,formal_exact_relative_decrease,source_reduced_objective,source_weak_objective,residual_generator,average_mode_count,jump_mode_count,source_projected_integral,source_unresolved_integral,candidate_reduced_objective,candidate_projected_integral,candidate_unresolved_integral,candidate_unrepresented_projected_integral,gmres_info,krylov_iterations,jvp_calls,direction_solver,exact_subspace_rank,exact_subspace_condition_number,trust_region_step_scale,right_preconditioner,right_scale_minimum,right_scale_median,right_scale_maximum,geometric_ratio_minimum,geometric_ratio_median,geometric_ratio_maximum,source_curvature_energy,source_maximum_turning_angle_deg,candidate_curvature_energy,candidate_root_relative_mismatch
1,1.0,0.0015524232559656786,0.0014954472339115555,0.036701345354866764,0.0015524232559656784,0.0002744426057974806,source_aligned_exact,,,0.001081277183125853,0.0004711460728398255,0.0014814859249658076,0.0010221375023293747,0.000473309731582181,0.000799267466169634,0,0,17,exact_coordinate_subspace,16,93.82980901031382,1.0,geometric_midpoint,0.913405584449338,1.0000025509981905,6.377494012696292,84.38074112421477,538.1376713065554,589.1552235592919,25.616150107228812,8.26522237653346,25.54042274766504,1.7411574121630303e-07
