outer_iteration,step_factor,formal_exact_objective,formal_exact_relative_decrease,reduced_objective,projected_integral,unresolved_integral,unrepresented_projected_integral,predicted_reduced_objective,predicted_formal_exact_objective,trust_ratio,maximum_displacement_ratio,condition_number,condition_number_ratio,dipole_coefficient,root_relative_mismatch,curvature_energy,curvature_energy_ratio,maximum_turning_angle_deg,accepted,rejection_reason
1,1.0,0.0014954472339115555,0.036701345354866764,0.0014814859249658076,0.0010221375023293747,0.000473309731582181,0.000799267466169634,0.0014813249559125768,0.001495562433381636,1.0020259902133868,0.09076896505033838,253145.93508343253,0.9999913365597437,7.988541932038275,1.7411574121630303e-07,25.54042274766504,0.9970437649979884,8.219286197447389,True,
1,0.5,0.0015093191974573693,0.02776566142169558,0.001505784449295765,0.0010371763161617952,0.0004721428812955741,0.0008022922452378092,0.001504389893417733,0.0015097793574762666,1.0107907587063496,0.0453781254814435,253144.54858129445,0.9999858595208738,7.988746540814572,4.341780967571017e-08,25.5779771907389,0.998509810555836,8.242219418035138,True,
1,0.25,0.0015272110967940711,0.01624051886283058,0.001526300123406387,0.0010555878920481437,0.00047162320474592725,0.0008043929920039519,0.0015252855215613572,0.001527547934921625,1.0135410564935923,0.022683262998884218,253143.85590056475,0.9999831232544255,7.988845327336526,1.083121163511807e-08,25.596984982106108,0.9992518342903801,8.253700742726279,True,
1,0.125,0.0015388765294428028,0.008726181130576506,0.0015386275519395447,0.0010674972558175934,0.00047137927362520936,0.0008055696745096776,0.0015380741254809303,0.0015390972524938146,1.0165633343468565,0.011336030901748161,253143.75531375725,0.9999827259107509,7.98889383308003,2.7352076217153892e-09,25.606546064372505,0.9996250786001759,8.25944506965721,True,
1,0.0625,0.0015453949277162058,0.00452732733966992,0.0015453141129287455,0.0010741336465570955,0.0004712612811591105,0.000806194864562427,0.0015450536249026576,0.0015455381684922873,1.0208044961861613,0.005662478145251605,253143.70787687128,0.999982538522891,7.988917865843908,6.888512426746851e-10,25.611340852661062,0.9998122569337071,8.262318147507582,True,
