fn_b,speed_mps,equilibrium_converged,trim_deg,lambda_w,total_mass_min_eigenvalue,total_mass_determinant,restoring_min_eigenvalue,equilibrium_heave_residual_weight_fraction,equilibrium_pitch_residual_weight_beam_fraction,stable_linear_eigenvalues,max_stability_eigenvalue_real,status
2.0,9.289699672217612,True,6.6071084693559445,4.753435303700605,31059.546438175188,8240126207.191624,222531.32961552727,3.101237603274245e-21,0.0,True,-0.4404867219636973,PASS
3.0,13.934549508326418,True,7.457010947154169,3.6768058009588693,26565.20800716577,5083980907.005379,178317.14760313617,0.0,1.3508930305477189e-21,True,-0.16490333659619738,PASS
4.0,18.579399344435224,True,6.210313513488313,3.2670784584491557,24180.938879546145,4375185628.64438,159436.82693070022,0.0,0.0,False,0.16454355723337125,PASS
