iteration,shape_dipole_coefficient,relative_change
0,4.0,0.32375201251480457
1,5.295008050059218,0.050905894607669186
2,5.564555171802293,0.009588447969080835
3,5.617910619538199,0.0018617766086773684
4,5.628369914119295,0.0003635964839163388
5,5.630416369630249,7.108871764066655e-05
