panel_count,arc_fraction_lower,arc_fraction_upper,residual_energy_fraction
640,0.0,0.1,0.2532899832442257
640,0.1,0.25,0.0055297610252949304
640,0.25,0.5,0.0025534694388673323
640,0.5,0.75,0.0032698614885789813
640,0.75,0.9,0.010044852231362804
640,0.9,1.0,0.7253120725716701
1280,0.0,0.1,0.1705964909838837
1280,0.1,0.25,0.004259921871634388
1280,0.25,0.5,0.0025142045260555484
1280,0.5,0.75,0.003644844225005309
1280,0.75,0.9,0.011165802103035532
1280,0.9,1.0,0.8078187362903856
