mode_count,root_rank,nullspace_dimension,linear_floor_objective_ratio,trust_limited_objective_ratio,coefficient_step_norm,maximum_displacement_ratio,trust_scale,maximum_absolute_root_increment,reduced_jacobian_condition_number
2,2,0,1.0,1.0,0.0,0.0,1.0,0.0,inf
4,2,2,0.9999976592893765,0.9999976592893765,1.2557581807055395e-06,2.782512062691352e-05,1.0,2.117582368135751e-22,5.731312452720714
8,2,6,0.9999771261605093,0.9999771261605093,3.668572762953844e-05,0.000701120952084731,1.0,7.835054762102278e-21,79.54445898648423
16,2,14,0.9999739135076853,0.9999739135076853,5.3833131987622666e-05,0.0009686337615037163,1.0,4.90683539366456e-20,263.19802372930604
