node_index,normal_displacement
0,0.0001193955197428909
1,0.00011969662180887986
2,0.00012064117055578054
3,0.00012229346755885049
4,0.00012471186162917773
5,0.00012794507811786604
6,0.00013202779874063112
7,0.0001369754475187025
8,0.00014277816702518438
9,0.00014939400871403873
10,0.00015674142675942888
11,0.00016469122400587473
12,0.0001730582177568587
13,0.00018159298864250936
14,0.0001899742522479245
15,0.00019780249415192458
16,0.00020459578636764403
17,0.00020978875365342637
18,0.00021273598118480628
19,0.00021272117014209583
20,0.00020897350863036037
21,0.00020069268000129023
22,0.00018708377689934607
23,0.00016740302971329508
24,0.00014101464802994694
25,0.0001074580197476526
26,6.65236546223392e-05
27,1.8334218862995318e-05
28,-3.6575152495479373e-05
29,-9.718452432432266e-05
30,-0.00016193415517976612
31,-0.00022869751916115865
32,-0.0002948020885535096
33,-0.0003570984600681621
34,-0.00041210171044017517
35,-0.0004562041388427188
36,-0.00048596346407028655
37,-0.0004984548864756702
38,-0.0004916647867069589
39,-0.00046488964028764616
40,-0.0004190864689140525
41,-0.00035711269116845773
42,-0.0002837836531907063
43,-0.00020568682876267842
44,-0.0001307047272803535
45,-6.724109399916596e-05
46,-2.319249772085885e-05
47,-4.773314299191324e-06
48,-1.5364523944027267e-05
49,-5.4605473326019746e-05
50,-0.00011796215733058207
51,-0.0001969682304186535
52,-0.0002802349789497214
53,-0.0003551690645703352
54,-0.00041014521792066507
55,-0.00043670364608048516
56,-0.0004312398644302606
57,-0.00039568893250355137
58,-0.00033691104109829595
59,-0.00026484151844730075
60,-0.00018988724581779366
61,-0.00012038331454148504
62,-6.100277371293089e-05
63,-1.2729081713534356e-05
64,2.5614567980109996e-05
65,5.502147611900299e-05
66,7.439317027335408e-05
67,8.025141829875603e-05
68,6.849439558886476e-05
69,3.742869862200639e-05
70,-9.679840071692006e-06
71,-6.436352352758682e-05
72,-0.00011568219620275764
73,-0.00015467293295884948
74,-0.00017781472464587633
75,-0.00018706638850752623
76,-0.00018627733844047567
77,-0.00017665200575026709
78,-0.00015513512094160074
79,-0.0001175538823178197
80,-6.416535741549182e-05
81,-2.4378586277888883e-06
82,5.633428376333413e-05
83,0.00010426701691539959
84,0.00014116134650092984
85,0.00017107895924482996
86,0.00019441622827093952
87,0.000204500350054131
88,0.00019377484756272228
89,0.0001634895027643375
90,0.00012515504816780552
91,9.060027483883376e-05
92,6.179149961423329e-05
93,3.3117282398236755e-05
94,3.188941180724608e-06
95,-1.997487582051192e-05
96,-2.773623424136832e-05
97,-2.0943058199265427e-05
98,-6.876552764742981e-06
99,1.1330967772851848e-05
100,3.6428418821118815e-05
